,Model,Number of Features,Number of con,Number of cat,Accuracy,Precision,Recall,F1-Score
1635,K-Nearest Neighbor,41,21,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1636,Support Vector Machines,41,21,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1637,Naive Bayes,41,21,20,0.76,0.75,0.5666666666666667,0.6047619047619047
1638,K-Nearest Neighbor,41,22,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1639,Support Vector Machines,41,22,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1640,Naive Bayes,41,22,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1641,K-Nearest Neighbor,41,23,18,0.6799999999999999,0.6,0.5,0.49333333333333335
1642,Support Vector Machines,41,23,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1643,Naive Bayes,41,23,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1644,K-Nearest Neighbor,41,24,17,0.72,0.6,0.5666666666666667,0.5333333333333333
1645,Support Vector Machines,41,24,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1646,Naive Bayes,41,24,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1647,K-Nearest Neighbor,41,25,16,0.6799999999999999,0.5666666666666667,0.5666666666666667,0.5
1648,Support Vector Machines,41,25,16,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1649,Naive Bayes,41,25,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1650,K-Nearest Neighbor,41,26,15,0.6399999999999999,0.5166666666666666,0.5666666666666667,0.4714285714285714
1651,Support Vector Machines,41,26,15,0.68,0.7333333333333332,0.7,0.6266666666666666
1652,Naive Bayes,41,26,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1653,K-Nearest Neighbor,41,27,14,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1654,Support Vector Machines,41,27,14,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1655,Naive Bayes,41,27,14,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1656,K-Nearest Neighbor,41,28,13,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1657,Support Vector Machines,41,28,13,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1658,Naive Bayes,41,28,13,0.8800000000000001,0.85,0.9,0.8714285714285716
1659,K-Nearest Neighbor,41,29,12,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1660,Support Vector Machines,41,29,12,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1661,Naive Bayes,41,29,12,0.8,0.85,0.7666666666666666,0.7714285714285715
1662,K-Nearest Neighbor,41,30,11,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1663,Support Vector Machines,41,30,11,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1664,Naive Bayes,41,30,11,0.8,0.85,0.7666666666666666,0.7714285714285715
1665,K-Nearest Neighbor,42,22,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1666,Support Vector Machines,42,22,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1667,Naive Bayes,42,22,20,0.76,0.75,0.5666666666666667,0.6047619047619047
1668,K-Nearest Neighbor,42,23,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1669,Support Vector Machines,42,23,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1670,Naive Bayes,42,23,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1671,K-Nearest Neighbor,42,24,18,0.6799999999999999,0.6,0.5,0.49333333333333335
1672,Support Vector Machines,42,24,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1673,Naive Bayes,42,24,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1674,K-Nearest Neighbor,42,25,17,0.72,0.6,0.5666666666666667,0.5333333333333333
1675,Support Vector Machines,42,25,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1676,Naive Bayes,42,25,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1677,K-Nearest Neighbor,42,26,16,0.6799999999999999,0.5666666666666667,0.5666666666666667,0.5
1678,Support Vector Machines,42,26,16,0.68,0.7333333333333332,0.7,0.6266666666666666
1679,Naive Bayes,42,26,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1680,K-Nearest Neighbor,42,27,15,0.6399999999999999,0.5166666666666666,0.5666666666666667,0.4714285714285714
1681,Support Vector Machines,42,27,15,0.68,0.7333333333333332,0.7,0.6266666666666666
1682,Naive Bayes,42,27,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1683,K-Nearest Neighbor,42,28,14,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1684,Support Vector Machines,42,28,14,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1685,Naive Bayes,42,28,14,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1686,K-Nearest Neighbor,42,29,13,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1687,Support Vector Machines,42,29,13,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1688,Naive Bayes,42,29,13,0.8400000000000001,0.85,0.8333333333333333,0.8314285714285713
1689,K-Nearest Neighbor,42,30,12,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1690,Support Vector Machines,42,30,12,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1691,Naive Bayes,42,30,12,0.8,0.85,0.7666666666666666,0.7714285714285715
1692,K-Nearest Neighbor,43,23,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1693,Support Vector Machines,43,23,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1694,Naive Bayes,43,23,20,0.8,0.75,0.6333333333333333,0.6647619047619048
1695,K-Nearest Neighbor,43,24,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1696,Support Vector Machines,43,24,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1697,Naive Bayes,43,24,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1698,K-Nearest Neighbor,43,25,18,0.6799999999999999,0.6,0.5,0.49333333333333335
1699,Support Vector Machines,43,25,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1700,Naive Bayes,43,25,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1701,K-Nearest Neighbor,43,26,17,0.72,0.6,0.5666666666666667,0.5333333333333333
1702,Support Vector Machines,43,26,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1703,Naive Bayes,43,26,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1704,K-Nearest Neighbor,43,27,16,0.6399999999999999,0.5666666666666667,0.5,0.45999999999999996
1705,Support Vector Machines,43,27,16,0.68,0.7333333333333332,0.7,0.6266666666666666
1706,Naive Bayes,43,27,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1707,K-Nearest Neighbor,43,28,15,0.6799999999999999,0.6166666666666666,0.5666666666666667,0.5047619047619047
1708,Support Vector Machines,43,28,15,0.68,0.7333333333333332,0.7,0.6266666666666666
1709,Naive Bayes,43,28,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1710,K-Nearest Neighbor,43,29,14,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1711,Support Vector Machines,43,29,14,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1712,Naive Bayes,43,29,14,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1713,K-Nearest Neighbor,43,30,13,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1714,Support Vector Machines,43,30,13,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1715,Naive Bayes,43,30,13,0.8400000000000001,0.85,0.8333333333333333,0.8314285714285713
1716,K-Nearest Neighbor,44,24,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1717,Support Vector Machines,44,24,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1718,Naive Bayes,44,24,20,0.76,0.75,0.5666666666666667,0.6047619047619047
1719,K-Nearest Neighbor,44,25,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1720,Support Vector Machines,44,25,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1721,Naive Bayes,44,25,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1722,K-Nearest Neighbor,44,26,18,0.6799999999999999,0.6,0.5,0.49333333333333335
1723,Support Vector Machines,44,26,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1724,Naive Bayes,44,26,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1725,K-Nearest Neighbor,44,27,17,0.6799999999999999,0.6,0.5,0.49333333333333335
1726,Support Vector Machines,44,27,17,0.68,0.7333333333333332,0.7,0.6266666666666666
1727,Naive Bayes,44,27,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1728,K-Nearest Neighbor,44,28,16,0.72,0.6666666666666666,0.5666666666666667,0.5333333333333333
1729,Support Vector Machines,44,28,16,0.68,0.7333333333333332,0.7,0.6266666666666666
1730,Naive Bayes,44,28,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1731,K-Nearest Neighbor,44,29,15,0.6399999999999999,0.5166666666666666,0.5666666666666667,0.4714285714285714
1732,Support Vector Machines,44,29,15,0.68,0.7333333333333332,0.7,0.6266666666666666
1733,Naive Bayes,44,29,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1734,K-Nearest Neighbor,44,30,14,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1735,Support Vector Machines,44,30,14,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1736,Naive Bayes,44,30,14,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1737,K-Nearest Neighbor,45,25,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1738,Support Vector Machines,45,25,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1739,Naive Bayes,45,25,20,0.76,0.75,0.5666666666666667,0.6047619047619047
1740,K-Nearest Neighbor,45,26,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1741,Support Vector Machines,45,26,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1742,Naive Bayes,45,26,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1743,K-Nearest Neighbor,45,27,18,0.6799999999999999,0.6,0.5,0.49333333333333335
1744,Support Vector Machines,45,27,18,0.7200000000000001,0.7666666666666666,0.7,0.6599999999999999
1745,Naive Bayes,45,27,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1746,K-Nearest Neighbor,45,28,17,0.76,0.7,0.5666666666666667,0.5666666666666667
1747,Support Vector Machines,45,28,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1748,Naive Bayes,45,28,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1749,K-Nearest Neighbor,45,29,16,0.72,0.6,0.5666666666666667,0.5333333333333333
1750,Support Vector Machines,45,29,16,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1751,Naive Bayes,45,29,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1752,K-Nearest Neighbor,45,30,15,0.6799999999999999,0.6166666666666666,0.5666666666666667,0.5047619047619047
1753,Support Vector Machines,45,30,15,0.68,0.7333333333333332,0.7,0.6266666666666666
1754,Naive Bayes,45,30,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1755,K-Nearest Neighbor,46,26,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1756,Support Vector Machines,46,26,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1757,Naive Bayes,46,26,20,0.76,0.75,0.5666666666666667,0.6047619047619047
1758,K-Nearest Neighbor,46,27,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1759,Support Vector Machines,46,27,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1760,Naive Bayes,46,27,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1761,K-Nearest Neighbor,46,28,18,0.6799999999999999,0.6,0.5,0.49333333333333335
1762,Support Vector Machines,46,28,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1763,Naive Bayes,46,28,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1764,K-Nearest Neighbor,46,29,17,0.6799999999999999,0.6,0.5,0.49333333333333335
1765,Support Vector Machines,46,29,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1766,Naive Bayes,46,29,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1767,K-Nearest Neighbor,46,30,16,0.76,0.7,0.5666666666666667,0.5666666666666667
1768,Support Vector Machines,46,30,16,0.68,0.7333333333333332,0.7,0.6266666666666666
1769,Naive Bayes,46,30,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1770,K-Nearest Neighbor,47,27,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1771,Support Vector Machines,47,27,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1772,Naive Bayes,47,27,20,0.76,0.75,0.5666666666666667,0.6047619047619047
1773,K-Nearest Neighbor,47,28,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1774,Support Vector Machines,47,28,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1775,Naive Bayes,47,28,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1776,K-Nearest Neighbor,47,29,18,0.6799999999999999,0.6,0.5,0.49333333333333335
1777,Support Vector Machines,47,29,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1778,Naive Bayes,47,29,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1779,K-Nearest Neighbor,47,30,17,0.72,0.7,0.5,0.5266666666666666
1780,Support Vector Machines,47,30,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1781,Naive Bayes,47,30,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1782,K-Nearest Neighbor,48,28,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1783,Support Vector Machines,48,28,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1784,Naive Bayes,48,28,20,0.76,0.75,0.5666666666666667,0.6047619047619047
1785,K-Nearest Neighbor,48,29,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1786,Support Vector Machines,48,29,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1787,Naive Bayes,48,29,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1788,K-Nearest Neighbor,48,30,18,0.6799999999999999,0.6,0.5,0.49333333333333335
1789,Support Vector Machines,48,30,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1790,Naive Bayes,48,30,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1791,K-Nearest Neighbor,49,29,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1792,Support Vector Machines,49,29,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1793,Naive Bayes,49,29,20,0.76,0.75,0.5666666666666667,0.6047619047619047
1794,K-Nearest Neighbor,49,30,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1795,Support Vector Machines,49,30,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1796,Naive Bayes,49,30,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1797,K-Nearest Neighbor,50,30,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1798,Support Vector Machines,50,30,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1799,Naive Bayes,50,30,20,0.76,0.75,0.5666666666666667,0.6047619047619047
